Date,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Food System Impact,All Food Security Categories,Event ID,Date Event Entered,Date Event Modified,Year,Month,post_oct7
2024-03-30,OPT,PSE,Gaza Strip,31.4432234,34.360007,"(4) Province, State, Governorate",Multiple,"Israeli Defence Forces, Palestinian Popular Committees",Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46062,2024-04-23,2025-09-18,2024,3,1
2024-03-30,OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46463,2024-05-09,2025-09-18,2024,3,1
2024-03-30,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",89795,2025-03-11,2025-09-18,2024,3,1
2024-03-28,OPT,PSE,Gaza Strip,31.5095086326,34.4503850843,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,46992,2024-06-02,2025-09-18,2024,3,1
2024-03-27,OPT,PSE,Gaza Strip,31.4858357615,34.4478574514,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46061,2024-04-23,2025-09-18,2024,3,1
2024-03-26,OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Damage/Destruction To Food Storage Infrastructure,89790,2025-03-11,2025-09-18,2024,3,1
2024-03-25,OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,46055,2024-04-23,2025-09-18,2024,3,1
2024-03-25,OPT,PSE,Gaza Strip,31.474242979,34.47595659,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Incident Affecting People Seeking Food Aid,46056,2024-04-23,2025-09-18,2024,3,1
2024-03-23,OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Incident Affecting People Seeking Food Aid,46050,2024-04-23,2025-09-18,2024,3,1
2024-03-21,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89786,2025-03-11,2025-09-18,2024,3,1
2024-03-19,OPT,PSE,Gaza Strip,31.4797330313,34.4421815872,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Attack On Aid Workers Carrying Out Food-Related Programme,46024,2024-04-22,2025-09-18,2024,3,1
2024-03-15,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46305,2024-05-02,2025-09-18,2024,3,1
2024-03-14,OPT,PSE,Gaza Strip,31.4482157917,34.393408289,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Attack On Aid Workers Carrying Out Food-Related Programme, Incident Affecting People Seeking Food Aid, Attack On Distribution Site",46298,2024-05-01,2025-09-18,2024,3,1
2024-03-14,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46304,2024-05-02,2025-09-18,2024,3,1
2024-03-14,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89784,2025-03-11,2025-09-18,2024,3,1
2024-03-13,OPT,PSE,Gaza Strip,31.2752047,34.2558269,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",45966,2024-04-21,2025-09-18,2024,3,1
2024-03-13,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46296,2024-05-01,2025-09-18,2024,3,1
2024-03-12,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46292,2024-05-01,2025-09-18,2024,3,1
2024-03-12,OPT,PSE,Gaza Strip,31.4646,34.3592,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89779,2025-03-11,2025-09-18,2024,3,1
2024-03-11,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46291,2024-05-01,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46277,2024-04-30,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.54977,34.5024697,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46282,2024-04-30,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.4249,34.34,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89771,2025-03-11,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.2678,34.2567,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89774,2025-03-11,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Attack On a Market/Restaurant/Supermarket/Bakery, Access Constraints",89785,2025-03-11,2025-09-18,2024,3,1
2024-03-10,OPT,PSE,Gaza Strip,31.2725,34.2586,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Food Supply,Killing/Injury Of Livestock,89801,2025-03-11,2025-09-18,2024,3,1
2024-03-09,OPT,PSE,Gaza Strip,31.5282137,34.4831674,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Incident Affecting People Seeking Food Aid,46279,2024-04-30,2025-09-18,2024,3,1
2024-03-09,OPT,PSE,Gaza Strip,31.5839,34.4659,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89772,2025-03-11,2025-09-18,2024,3,1
2024-03-09,OPT,PSE,Gaza Strip,31.3219673013,34.2505912512,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89773,2025-03-11,2025-09-18,2024,3,1
2024-03-08,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46233,2024-04-27,2025-09-18,2024,3,1
2024-03-07,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46231,2024-04-27,2025-09-18,2024,3,1
2024-03-07,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Incident Affecting People Seeking Food Aid,46232,2024-04-27,2025-09-18,2024,3,1
2024-03-06,OPT,PSE,Gaza Strip,31.5188494756,34.4517509878,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46185,2024-04-25,2025-09-18,2024,3,1
2024-03-06,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46223,2024-04-26,2025-09-18,2024,3,1
2024-03-03,OPT,PSE,Gaza Strip,31.4183455,34.3502476,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,Disruption Of Aid,45624,2024-04-08,2025-09-18,2024,3,1
2024-03-03,OPT,PSE,Gaza Strip,31.2847,34.2632,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",45670,2024-04-11,2025-09-18,2024,3,1
2024-03-03,OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46221,2024-04-26,2025-09-18,2024,3,1
2024-03-02,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,45623,2024-04-08,2025-09-18,2024,3,1
2024-03-02,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Not Applicable,,46167,2024-04-25,2025-09-18,2024,3,1
2024-03-02,OPT,PSE,Gaza Strip,31.5417,34.5361,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89807,2025-03-11,2025-09-18,2024,3,1
2024-02-29,OPT,PSE,Gaza Strip,31.1315,34.1614,(2) 25 km precision,Multiple,"Israeli Defence Forces, Israeli settlers","Firearms, No Information on the Weapon Used",Aid Systems,Disruption Of Aid,45613,2024-04-08,2025-09-18,2024,2,1
2024-02-29,OPT,PSE,Gaza Strip,31.4397933693,34.3672948671,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Artillery,Aid Systems,Attack On Distribution Site,45615,2024-04-08,2025-09-18,2024,2,1
2024-02-28,OPT,PSE,Gaza Strip,31.5166666667,34.45,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,Attack On Distribution Site,45614,2024-04-08,2025-09-18,2024,2,1
2024-02-26,OPT,PSE,Gaza Strip,31.3691,34.2734,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89720,2025-03-11,2025-09-18,2024,2,1
2024-02-25,OPT,PSE,Gaza Strip,31.5541,34.5016,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89727,2025-03-11,2025-09-18,2024,2,1
2024-02-25,OPT,PSE,Gaza Strip,31.5011,34.4666,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89743,2025-03-11,2025-09-18,2024,2,1
2024-02-24,OPT,PSE,Gaza Strip,31.5032,34.2877,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89721,2025-03-11,2025-09-18,2024,2,1
2024-02-24,OPT,PSE,Gaza Strip,31.2718,34.2532,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Agricultural Land,89729,2025-03-11,2025-09-18,2024,2,1
2024-02-23,OPT,PSE,Gaza Strip,31.5304,34.4215,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89722,2025-03-11,2025-09-18,2024,2,1
2024-02-22,OPT,PSE,Gaza Strip,31.442723627,34.3614579257,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Shelling,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",45363,2024-03-29,2025-09-18,2024,2,1
2024-02-22,OPT,PSE,Gaza Strip,31.55012685,34.5033133774,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",45381,2024-03-30,2025-09-18,2024,2,1
2024-02-19,OPT,PSE,Gaza Strip,31.5128679,34.4581358,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",46543,2024-05-14,2025-09-18,2024,2,1
2024-02-19,OPT,PSE,Gaza Strip,31.55012685,34.5033133774,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",46545,2024-05-14,2025-09-18,2024,2,1
2024-02-19,OPT,PSE,Gaza Strip,31.5032,34.2877,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89723,2025-03-11,2025-09-18,2024,2,1
2024-02-18,OPT,PSE,Gaza Strip,31.55012685,34.5033133774,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Incident Affecting People Seeking Food Aid, Attack On Distribution Site",46542,2024-05-14,2025-09-18,2024,2,1
2024-02-17,OPT,PSE,Gaza Strip,31.5541,34.5016,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89711,2025-03-11,2025-09-18,2024,2,1
2024-02-17,OPT,PSE,Gaza Strip,31.2855,34.2714,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89731,2025-03-11,2025-09-18,2024,2,1
2024-02-17,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89732,2025-03-11,2025-09-18,2024,2,1
2024-02-16,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Disruption Of Aid, Bureaucratic Obstacles Of Aid Access, Attack On Aid Workers Carrying Out Food-Related Programme",44397,2024-02-21,2025-09-18,2024,2,1
2024-02-13,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89735,2025-03-11,2025-09-18,2024,2,1
2024-02-13,OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89736,2025-03-11,2025-09-18,2024,2,1
2024-02-13,OPT,PSE,Gaza Strip,31.2842,34.2482,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89737,2025-03-11,2025-09-18,2024,2,1
2024-02-10,OPT,PSE,Gaza Strip,31.4323,34.3283,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,Shelling,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89724,2025-03-11,2025-09-18,2024,2,1
2024-02-10,OPT,PSE,Gaza Strip,31.287,34.2595,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89738,2025-03-11,2025-09-18,2024,2,1
2024-02-10,OPT,PSE,Gaza Strip,31.4284,34.366,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89739,2025-03-11,2025-09-18,2024,2,1
2024-02-10,OPT,PSE,Gaza Strip,31.5011,34.4666,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Arson,"Food Supply, Food Production",Demolition Of Food Production/Storage Infrastructure,89744,2025-03-11,2025-09-18,2024,2,1
2024-02-07,OPT,PSE,Gaza Strip,31.3474,34.2226,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89725,2025-03-11,2025-09-18,2024,2,1
2024-02-06,OPT,PSE,Gaza Strip,31.28389,34.27361,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Disruption Of Aid,45945,2024-04-19,2025-09-18,2024,2,1
2024-02-06,OPT,PSE,Gaza Strip,31.3474,34.2226,(7) Estimated sea/air coordinates,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89726,2025-03-11,2025-09-18,2024,2,1
2024-02-05,OPT,PSE,Gaza Strip,31.4183455,34.3502476,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Disruption Of Aid,45943,2024-04-19,2025-09-18,2024,2,1
2024-02-03,OPT,PSE,Gaza Strip,31.4005,34.3375,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89741,2025-03-11,2025-09-18,2024,2,1
2024-01-31,OPT,PSE,Gaza Strip,31.4105,34.378,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89675,2025-03-11,2025-09-18,2024,1,1
2024-01-27,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89676,2025-03-11,2025-09-18,2024,1,1
2024-01-27,OPT,PSE,Gaza Strip,31.5041,34.435,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89677,2025-03-11,2025-09-18,2024,1,1
2024-01-24,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89678,2025-03-11,2025-09-18,2024,1,1
2024-01-23,OPT,PSE,Gaza Strip,31.3443293,34.3095897,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Aid Systems,Disruption Of Aid,45903,2024-04-18,2025-09-18,2024,1,1
2024-01-22,OPT,PSE,Gaza Strip,31.4964,34.4522,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89679,2025-03-11,2025-09-18,2024,1,1
2024-01-21,OPT,PSE,Gaza Strip,31.5172,34.4642,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,89680,2025-03-11,2025-09-18,2024,1,1
2024-01-16,OPT,PSE,Gaza Strip,31.5245,34.4326,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89674,2025-03-11,2025-09-18,2024,1,1
2024-01-12,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89683,2025-03-11,2025-09-18,2024,1,1
2024-01-12,OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89684,2025-03-11,2025-09-18,2024,1,1
2024-01-11,OPT,PSE,Gaza Strip,31.502220583,34.4141151088,(5) Linear feature e.g. along a road or river,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Aid Systems,Incident Affecting People Seeking Food Aid,45899,2024-04-18,2025-09-18,2024,1,1
2024-01-10,OPT,PSE,Gaza Strip,31.2842,34.2482,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89665,2025-03-11,2025-09-18,2024,1,1
2024-01-10,OPT,PSE,Gaza Strip,31.2855,34.2714,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89685,2025-03-11,2025-09-18,2024,1,1
2024-01-09,OPT,PSE,Gaza Strip,31.55012685,34.5033133774,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",43668,2024-01-23,2025-09-18,2024,1,1
2024-01-09,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89686,2025-03-11,2025-09-18,2024,1,1
2024-01-07,OPT,PSE,Gaza Strip,31.2847,34.2546,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89687,2025-03-11,2025-09-18,2024,1,1
2024-01-05,OPT,PSE,Gaza Strip,31.5128679,34.4581358,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,CRSV On Persons Carrying Out Food Activity,64484,2024-08-12,2025-09-18,2024,1,1
2024-01-04,OPT,PSE,Gaza Strip,31.4432234,34.360007,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: No Information on Platform Type,Aid Systems,"Disruption Of Aid, Attack On Aid Workers Carrying Out Food-Related Programme",45027,2024-03-19,2025-09-18,2024,1,1
2024-01-04,OPT,PSE,Gaza Strip,31.3443293,34.3095897,"(3) District, Municipality or Commune",Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,80753,2024-09-25,2025-09-18,2024,1,1
2024-01-04,OPT,PSE,Gaza Strip,31.3484,34.2961,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89688,2025-03-11,2025-09-18,2024,1,1
2024-01-01,OPT,PSE,Gaza Strip,31.4486,34.3925,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Firearms,People Carrying Out Food Activity,Attack On Persons Carrying Out Food Activity,89690,2025-03-11,2025-09-18,2024,1,1
2024-01-01,OPT,PSE,Gaza Strip,31.3098,34.2414,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89691,2025-03-11,2025-09-18,2024,1,1
2024-01-01,OPT,PSE,Gaza Strip,31.2586,34.2824,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,89692,2025-03-11,2025-09-18,2024,1,1
2023-10-31,OPT,PSE,Gaza Strip,31.534,34.4574,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,"Violence Affecting Marketgoers, Attack On a Market/Restaurant/Supermarket/Bakery",98161,2025-05-18,2025-09-18,2023,10,1
2023-10-31,OPT,PSE,Gaza Strip,31.534,34.4574,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Supply,Attack On a Market/Restaurant/Supermarket/Bakery,111147,2025-07-27,2025-07-27,2023,10,1
2023-10-27,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,96457,2025-05-12,2025-09-18,2023,10,1
2023-10-27,OPT,PSE,Gaza Strip,31.35,34.2667,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Food Production,Damage/Destruction Of Agricultural Land,96458,2025-05-12,2025-09-18,2023,10,1
2023-10-27,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,111173,2025-07-27,2025-07-27,2023,10,1
2023-10-27,OPT,PSE,Gaza Strip,31.35,34.2667,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Food Production,Damage/Destruction Of Agricultural Land,111174,2025-07-27,2025-07-27,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.4864,34.4738,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,96463,2025-05-12,2025-09-18,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,96464,2025-05-12,2025-09-18,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,96467,2025-05-12,2025-09-18,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.4864,34.4738,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Agricultural Land,111178,2025-07-27,2025-07-27,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.4178,34.3503,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Agricultural Land,111179,2025-07-27,2025-07-27,2023,10,1
2023-10-26,OPT,PSE,Gaza Strip,31.5272,34.4835,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Artillery,Food Production,Damage/Destruction Of Agricultural Land,111180,2025-07-27,2025-07-27,2023,10,1
2023-10-25,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",94704,2025-04-23,2025-09-18,2023,10,1
2023-10-25,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,"Food Production, People Carrying Out Food Activity","Attack On Persons Carrying Out Food Activity, Damage/Destruction Of Agricultural Land",96469,2025-05-12,2025-09-18,2023,10,1
2023-10-25,OPT,PSE,Gaza Strip,31.4864,34.4738,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,96471,2025-05-12,2025-09-18,2023,10,1
2023-10-25,OPT,PSE,Gaza Strip,31.3191,34.3401,(2) 25 km precision,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,Food Production,Damage/Destruction Of Agricultural Land,96472,2025-05-12,2025-09-18,2023,10,1
