Date,Country,Country ISO,Admin 1,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Access Denied or Obstructed,Looting/Theft/Robbery/Burglary of Health Supplies
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,61443,2024-08-03,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Road,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,68608,2024-08-27,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,70423,2024-08-30,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,70424,2024-08-30,2025-01-10,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74516,2024-09-11,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74548,2024-09-11,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84771,2024-10-21,2024-11-23,0.0,0.0
2023-12-04,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93487,2025-04-04,2025-05-07,1.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42447,2023-12-11,2024-11-23,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42449,2023-12-11,2025-01-29,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42454,2023-12-11,2025-03-27,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,2,0,False,0,2,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42462,2023-12-11,2025-01-10,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,False,5,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42464,2023-12-11,2025-03-27,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42847,2024-01-04,2024-11-23,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,69207,2024-08-28,2025-01-09,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74581,2024-09-11,2024-11-23,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84662,2024-10-17,2024-11-23,0.0,0.0
2023-12-03,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Home,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85258,2024-11-12,2024-11-24,0.0,0.0
2023-12-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85468,2024-11-19,2024-11-24,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42341,2023-12-06,2024-11-23,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,2,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42342,2023-12-06,2025-01-10,0.0,0.0
2023-12-02,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42349,2023-12-07,2025-04-04,1.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,42352,2023-12-07,2026-01-20,0.0,0.0
2023-12-02,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Open Space,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42357,2023-12-07,2024-11-23,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42371,2023-12-07,2024-11-23,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,False,1,1,0,4,"Freed, Killed, StillInCaptivity",0,1,4,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42465,2023-12-11,2024-11-23,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43151,2024-01-10,2024-11-24,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86396,2024-12-19,2024-12-27,0.0,0.0
2023-12-02,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86468,2024-12-20,2025-01-12,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42330,2023-12-05,2025-01-10,1.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42336,2023-12-06,2024-11-23,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,No Information,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42337,2023-12-06,2024-11-23,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,1,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42339,2023-12-06,2025-01-10,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Compound/Office Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42351,2023-12-07,2024-12-10,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42373,2023-12-07,2024-11-23,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42467,2023-12-11,2025-01-29,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,43149,2024-01-10,2024-11-24,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,72304,2024-09-04,2024-11-23,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74779,2024-09-12,2024-11-25,0.0,0.0
2023-12-01,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,1,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86398,2024-12-19,2024-12-27,1.0,0.0
2023-12-01,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Other Weapon,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93486,2025-04-04,2025-05-07,1.0,0.0
2023-11-30,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93484,2025-04-04,2025-05-07,1.0,0.0
2023-11-29,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42321,2023-12-04,2025-01-10,0.0,0.0
2023-11-29,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42325,2023-12-05,2025-01-10,1.0,0.0
2023-11-29,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42326,2023-12-05,2025-01-10,1.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Open Space,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42243,2023-12-03,2025-01-10,0.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42244,2023-12-03,2025-01-10,0.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42246,2023-12-03,2025-01-10,0.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42249,2023-12-03,2024-11-23,1.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42251,2023-12-03,2024-11-23,1.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42252,2023-12-03,2024-11-23,1.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42254,2023-12-03,2024-11-23,1.0,0.0
2023-11-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,2,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42255,2023-12-03,2024-11-23,1.0,0.0
2023-11-28,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74120,2024-09-10,2025-01-10,0.0,0.0
2023-11-26,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42201,2023-12-01,2024-11-23,0.0,0.0
2023-11-26,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42203,2023-12-01,2025-04-04,1.0,0.0
2023-11-26,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74449,2024-09-11,2025-01-10,0.0,0.0
2023-11-26,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,74812,2024-09-12,2025-01-10,0.0,0.0
2023-11-26,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93481,2025-04-04,2025-05-07,1.0,0.0
2023-11-26,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,1,Freed,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93482,2025-04-04,2025-05-07,1.0,0.0
2023-11-26,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Other Weapon,Road,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93483,2025-04-04,2025-06-06,0.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42179,2023-11-30,2024-11-23,0.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42195,2023-12-01,2025-01-10,0.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42196,2023-12-01,2025-01-10,0.0,0.0
2023-11-25,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42197,2023-12-01,2026-02-26,1.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Other,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42198,2023-12-01,2025-06-06,0.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42200,2023-12-01,2024-11-23,1.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42307,2023-12-04,2025-01-10,1.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42308,2023-12-04,2025-01-10,0.0,0.0
2023-11-25,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42317,2023-12-04,2025-01-10,1.0,0.0
