Date,Country,Country ISO,Admin 1,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Access Denied or Obstructed,Looting/Theft/Robbery/Burglary of Health Supplies
2024-08-22,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87656,2025-01-23,2025-04-11,1.0,0.0
2024-08-22,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87657,2025-01-23,2025-04-11,1.0,0.0
2024-08-22,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87658,2025-01-23,2025-04-11,1.0,0.0
2024-08-21,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Shelling,Compound/Office Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,77222,2024-09-15,2025-04-11,0.0,0.0
2024-08-21,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Other Weapon,Open Space,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86264,2024-12-14,2024-12-27,0.0,0.0
2024-08-21,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,EnergySupplies,86420,2024-12-19,2025-04-11,0.0,0.0
2024-08-19,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85469,2024-11-19,2025-04-11,0.0,0.0
2024-08-18,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70588,2024-08-31,2025-04-11,0.0,0.0
2024-08-18,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70589,2024-08-31,2025-04-11,0.0,0.0
2024-08-17,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70557,2024-08-31,2025-04-11,0.0,0.0
2024-08-15,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70556,2024-08-31,2025-04-11,0.0,0.0
2024-08-15,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Missile,Road,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87369,2025-01-19,2026-01-01,0.0,0.0
2024-08-15,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87651,2025-01-23,2025-04-11,1.0,0.0
2024-08-15,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87652,2025-01-23,2025-04-11,1.0,0.0
2024-08-15,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87653,2025-01-23,2025-04-11,1.0,0.0
2024-08-15,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87654,2025-01-23,2025-04-11,1.0,0.0
2024-08-14,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85481,2024-11-21,2025-04-11,0.0,0.0
2024-08-14,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87650,2025-01-23,2025-04-11,1.0,0.0
2024-08-13,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,70555,2024-08-31,2025-04-11,0.0,0.0
2024-08-13,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,71282,2024-09-01,2025-04-11,1.0,0.0
2024-08-11,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,68322,2024-08-25,2025-04-11,0.0,0.0
2024-08-11,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87367,2025-01-19,2025-04-11,0.0,0.0
2024-08-10,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,71281,2024-09-01,2025-04-11,1.0,0.0
2024-08-10,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,78904,2024-09-20,2025-04-11,0.0,0.0
2024-08-10,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87359,2025-01-18,2025-04-11,0.0,0.0
2024-08-10,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87647,2025-01-22,2025-04-11,1.0,0.0
2024-08-10,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87648,2025-01-22,2025-04-11,1.0,0.0
2024-08-09,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85388,2024-11-16,2025-04-11,0.0,0.0
2024-08-09,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87358,2025-01-18,2025-04-11,0.0,0.0
2024-08-08,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86263,2024-12-14,2025-04-11,0.0,0.0
2024-08-06,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64748,2024-08-13,2025-04-11,1.0,0.0
2024-08-06,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64750,2024-08-13,2025-04-11,0.0,0.0
2024-08-06,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearm: Blunt Use,Project Site,0,0,0,0,0,0,0,0,False,0,1,0,0,,1,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,71249,2024-09-01,2025-06-24,0.0,0.0
2024-08-06,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87646,2025-01-22,2025-04-11,1.0,0.0
2024-08-05,OPT,PSE,West Bank,censored,Multiple,"Israeli Defence Forces, Local population","Firearms, Stones, Sticks and Gravel",Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64714,2024-08-13,2025-04-11,0.0,0.0
2024-08-05,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Open Space,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,86537,2024-12-23,2024-12-27,0.0,0.0
2024-08-05,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87645,2025-01-22,2025-04-11,1.0,0.0
2024-08-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64780,2024-08-13,2025-04-11,0.0,0.0
2024-08-04,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,71248,2024-09-01,2025-04-11,0.0,0.0
2024-08-04,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85382,2024-11-16,2025-04-11,0.0,0.0
2024-08-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64651,2024-08-13,2025-04-11,0.0,0.0
2024-08-03,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64652,2024-08-13,2025-04-11,0.0,0.0
2024-08-03,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64654,2024-08-13,2025-04-11,1.0,0.0
2024-08-02,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87644,2025-01-22,2025-04-11,1.0,0.0
2024-08-01,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,79697,2024-09-23,2025-04-11,1.0,0.0
2024-07-30,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,1,1,0,0,0,0,0,False,0,0,0,1,Freed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64649,2024-08-13,2025-04-11,0.0,0.0
2024-07-30,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,0,1,0,1,Freed,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,98715,2025-05-27,2025-06-08,0.0,0.0
2024-07-28,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87643,2025-01-22,2025-04-11,1.0,0.0
2024-07-27,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,School,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64390,2024-08-12,2025-04-11,0.0,0.0
2024-07-27,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64391,2024-08-12,2025-04-11,0.0,0.0
2024-07-27,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64393,2024-08-12,2025-04-11,1.0,0.0
2024-07-27,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64417,2024-08-12,2025-04-11,1.0,0.0
2024-07-27,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64418,2024-08-12,2025-04-11,1.0,0.0
2024-07-27,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Aerial Bomb: Drone,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64619,2024-08-13,2025-04-11,0.0,0.0
2024-07-25,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64386,2024-08-12,2025-04-11,0.0,0.0
2024-07-25,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64389,2024-08-12,2025-04-11,0.0,0.0
2024-07-25,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85277,2024-11-13,2025-04-11,0.0,0.0
2024-07-24,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64516,2024-08-12,2025-04-11,0.0,0.0
2024-07-24,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,1,0,True,0,1,0,0,,1,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,64549,2024-08-12,2025-06-06,1.0,0.0
2024-07-24,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,65341,2024-08-17,2025-04-11,1.0,0.0
2024-07-24,OPT,PSE,Gaza Strip,censored,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85276,2024-11-13,2025-04-11,0.0,0.0
2024-07-24,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Other Weapon,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87636,2025-01-22,2025-06-06,1.0,0.0
2024-07-24,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87642,2025-01-22,2025-04-11,1.0,0.0
2024-07-23,OPT,PSE,West Bank,censored,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,61148,2024-07-31,2025-04-11,1.0,0.0
