Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2023-12-17,"17 December 2023: 21 health workers, including six INGO staff and the director of the NGO medical facility were detained by Israeli forces when the facility was stormed. They were stripped and interrogated before most were released. On 05 September, a health worker was released through a military checkpoint. The medical facility director was released 14 October 2025, while a security director reportedly remains in Israeli prison. ",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,21,"Freed, StillInCaptivity",0,0,20,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42689,2023-12-22,2025-11-12,,,,"21 health workers, including six INGO staff and the director of the NGO medical facility were detained by Israeli forces when the facility was stormed. They were stripped and interrogated before most were released. On 05 September, a health worker was released through a military checkpoint. The medical facility director was released 14 October 2025, while a security director reportedly remains in Israeli prison.",64,1,2023,12,1
2023-12-17,17 December 2023: A health team were fired upon by Israeli forces while reporting on the recent attacks on a medical facility.,OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,10,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42698,2023-12-23,2024-11-23,,,,A health team were fired upon by Israeli forces while reporting on the recent attacks on a medical facility.,19,1,2023,12,1
2023-12-17,17 December 2023: A medical facility was damaged by Israeli tank artillery. A child patient was killed and an unspecified number of people injured.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,WomensHealthEvent,NotApplicable,42702,2023-12-23,2024-11-23,,,,A medical facility was damaged by Israeli tank artillery. A child patient was killed and an unspecified number of people injured.,21,1,2023,12,1
2023-12-17,17 December 2023: 31 people were killed by Israeli snipers who fired at people inside a medical facility compound.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42729,2023-12-28,2024-11-23,,,,31 people were killed by Israeli snipers who fired at people inside a medical facility compound.,16,1,2023,12,1
2023-12-17,17 December 2023: A nurse and his baby were killed when Israeli forces shelled a residential block. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42730,2023-12-28,2024-11-23,,,,A nurse and his baby were killed when Israeli forces shelled a residential block.,14,1,2023,12,1
2023-12-17,"17 December 2023: A chief of emergency medicine, his wife who was a paediatrician and their five children were killed in an Israeli airstrike on a medical facility.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,42731,2023-12-28,2024-11-23,,,,"A chief of emergency medicine, his wife who was a paediatrician and their five children were killed in an Israeli airstrike on a medical facility.",25,1,2023,12,1
2023-12-17,17 December 2023: A temporary PRCS and NGO medical point was attacked by Israeli forces at a refugee camp.,OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42738,2023-12-28,2025-01-10,,,,A temporary PRCS and NGO medical point was attacked by Israeli forces at a refugee camp.,16,1,2023,12,1
2023-12-17,"17 December 2023: An injured person died after Israeli forces prevented ambulance crews from entering a camp to transfer the casualty. The crew were searched, had IDs inspected and attacked.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,1,0,0,,1,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42892,2024-01-04,2025-04-12,,,,"An injured person died after Israeli forces prevented ambulance crews from entering a camp to transfer the casualty. The crew were searched, had IDs inspected and attacked.",27,1,2023,12,1
2023-12-17,"17 December 2023: A Red Cross volunteer was arrested, and other crew members inspected, by Israeli forces from an ambulance while heading to a casualty from a camp, despite obtaining coordination. ",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,1,NoInformation,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42895,2024-01-04,2025-04-12,,,,"A Red Cross volunteer was arrested, and other crew members inspected, by Israeli forces from an ambulance while heading to a casualty from a camp, despite obtaining coordination.",28,1,2023,12,1
2023-12-17,17 December 2023: A Red Cross medical facility was raided by Israeli forces and crews were prevented from entering.,OPT,PSE,West Bank,32.1,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42896,2024-01-04,2025-04-12,,,,A Red Cross medical facility was raided by Israeli forces and crews were prevented from entering.,16,1,2023,12,1
2023-12-17,17 December 2023: A Red Cross team was interrogated and prevented from reaching a casualty by Israeli forces. The casualty was then detained.,OPT,PSE,West Bank,32.2,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42981,2024-01-06,2025-04-12,,,,A Red Cross team was interrogated and prevented from reaching a casualty by Israeli forces. The casualty was then detained.,20,1,2023,12,1
2023-12-17,"17 December 2023: In Nur Shams Refugee Camp, Israeli forces arrested a 16-year-old injured person who medical emergency teams were transporting from a shelled area. The child was detained briefly before being released back to the medical teams. ",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43001,2024-01-07,2025-01-10,,,,"In Nur Shams Refugee Camp, Israeli forces arrested a 16-year-old injured person who medical emergency teams were transporting from a shelled area. The child was detained briefly before being released back to the medical teams.",35,1,2023,12,1
2023-12-17,17 December 2023: A medical student was killed in her home by Israeli bombing.,OPT,PSE,Gaza Strip,31.4,34.3,"(4) Province, State, Governorate ",Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,75242,2024-09-12,2024-11-23,,,,A medical student was killed in her home by Israeli bombing.,11,1,2023,12,1
2023-12-17,"17 December 2023: In Jabalia Refugee Camp, an obstetrician and gynaecologist was killed in her home during Israeli forces bombing. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,84667,2024-10-17,2025-01-10,,,,"In Jabalia Refugee Camp, an obstetrician and gynaecologist was killed in her home during Israeli forces bombing.",17,1,2023,12,1
2023-12-17,"17 December 2023: A Red Cross crew in a camp were denied access to transport a patient with a heart condition, despite prior coordination.",OPT,PSE,West Bank,32.3,35.0,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,IDP/Refugee Camp,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,93610,2025-04-12,2025-05-07,,,,"A Red Cross crew in a camp were denied access to transport a patient with a heart condition, despite prior coordination.",21,1,2023,12,1
2023-12-16,"16 December 2023: An unspecified number of persons, including patients and injured displaced persons,  sheltering in a medical facility were killed when Israeli forces bulldozed the courtyard. Following the incident, Israeli forces withdrew from the medical facility after a four-day siege.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Other Weapon,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42684,2023-12-22,2024-11-23,,,,"An unspecified number of persons, including patients and injured displaced persons,  sheltering in a medical facility were killed when Israeli forces bulldozed the courtyard. Following the incident, Israeli forces withdrew from the medical facility after a four-day siege.",38,1,2023,12,1
2023-12-16,"16 December 2023: In Jabalia Camp, the director of a NGO medical facility stated that medical aid had not reached the facility for the past 67 days, and that oxygen supplies and support for patients had run out. ",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42688,2023-12-22,2024-11-23,,,,"In Jabalia Camp, the director of a NGO medical facility stated that medical aid had not reached the facility for the past 67 days, and that oxygen supplies and support for patients had run out.",35,1,2023,12,1
2023-12-16,"16 December 2023: A convent housing 54 disabled people was targeted by three Israeli rockets, destroying the generator and fuel stores and causing a fire. The facility was left uninhabitable.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Rocket,Health Building,1,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42728,2023-12-28,2025-01-29,,,,"A convent housing 54 disabled people was targeted by three Israeli rockets, destroying the generator and fuel stores and causing a fire. The facility was left uninhabitable.",27,1,2023,12,1
2023-12-16,As reported on 16 December 2023: A paramedic was wounded by bombing during an Israeli raid. He died on 16 December of his wounds in medical facility.,OPT,PSE,Gaza Strip,31.4,34.3,"(4) Province, State, Governorate ",Government: Military,Israeli Defence Forces,Unspecified Explosive,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,68323,2024-08-25,2025-01-10,,,,As reported on 16 December 2023: A paramedic was wounded by bombing during an Israeli raid. He died on 16 December of his wounds in medical facility.,27,1,2023,12,1
2023-12-16,16 December 2023: A NGO medical facility was hit by Israeli artillery during a ground incursion in the area.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Artillery,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85251,2024-11-12,2026-02-26,,,,A NGO medical facility was hit by Israeli artillery during a ground incursion in the area.,16,1,2023,12,1
2023-12-15,15 December 2023: Ambulances were fired at as they tried to reach an injured journalist after Israeli forces targeted the latter with drone missiles.,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,School,0,0,0,0,0,0,0,0,False,0,0,0,0,,2,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,42680,2023-12-22,2025-01-10,,,,Ambulances were fired at as they tried to reach an injured journalist after Israeli forces targeted the latter with drone missiles.,21,1,2023,12,1
2023-12-15,"15 December 2023: A civil defence member was killed by Israeli forces while trying to reach a journalist who had been hit by an Israeli missiles hours before. _x000D_
",OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,No Information,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43630,2024-01-22,2025-01-10,,,,A civil defence member was killed by Israeli forces while trying to reach a journalist who had been hit by an Israeli missiles hours before. _x000D_,26,1,2023,12,1
2023-12-15,"December 2023: A fertility clinic was hit by an Israeli shell, destroying over 4,000 embryos and 1,000 specimens of sperm and unfertilised eggs.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,46320,2024-05-03,2024-11-23,,,,"December 2023: A fertility clinic was hit by an Israeli shell, destroying over 4,000 embryos and 1,000 specimens of sperm and unfertilised eggs.",23,1,2023,12,1
2023-12-15,15 December 2023: A nutritionist was killed alongside her parents when Israeli forces bombed the house they had been displaced to.,OPT,PSE,Gaza Strip,31.2,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Home,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,85377,2024-11-15,2025-03-27,,,,A nutritionist was killed alongside her parents when Israeli forces bombed the house they had been displaced to.,18,1,2023,12,1
