Date,Event Description,Country,Country ISO,Admin 1,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Location of Incident,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Occupation of Health Facility,Vicinity of Health Facility Affected,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Stolen/Hijacked,"Affects Access to Medicines, Vaccines And Other Health Products",Health Workers Killed,Health Workers Injured,Health Workers Kidnapped,Health Workers Arrested,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Conflict-Related Violence,Political-Related Violence,COVID-19-Related Violence,Ebola-Related Violence,Vaccination-Related Violence,Attacks on Emergency Medical Services,Polio-Related Violence,Children's Health Services Affected,Attacks On Children's Hospitals,Women's Health Services Affected,Hospital Utilities Affected,SiND Event ID,Date Event Entered,Date Event Modified,Food_Incidents_Count,Food_System_Impacts,Food_Security_Categories,Event_Description_Clean,Event_Description_Words,has_coords,Year,Month,post_oct7
2024-01-31,31 January 2024: A Red Cross security guard and a medical facility staff member were shot and killed by Israeli forces.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43970,2024-02-03,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,A Red Cross security guard and a medical facility staff member were shot and killed by Israeli forces.,18,1,2024,1,1
2024-01-31,31 January 2024: A medical facility remained under siege by Israeli forces.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43987,2024-02-04,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,A medical facility remained under siege by Israeli forces.,9,1,2024,1,1
2024-01-31,31 January 2024: An older woman and an infant died in a medical facility due to the lack of oxygen supplies. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,No Information on the Weapon Used,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43989,2024-02-04,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,An older woman and an infant died in a medical facility due to the lack of oxygen supplies.,18,1,2024,1,1
2024-01-31,31 January 2024: A medical facility ran out of food supplies. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43991,2024-02-04,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,A medical facility ran out of food supplies.,8,1,2024,1,1
2024-01-31,31 January 2024: A Red Cross medical facility ran out of food supplies.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43992,2024-02-04,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,A Red Cross medical facility ran out of food supplies.,10,1,2024,1,1
2024-01-31,31 January 2024: A medical facility was stormed by Israeli forces. Several Palestinians were killed in the maternity ward. The facility hosts displaced people seeking safety. ,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,44027,2024-02-05,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,A medical facility was stormed by Israeli forces. Several Palestinians were killed in the maternity ward. The facility hosts displaced people seeking safety.,23,1,2024,1,1
2024-01-31,31 January 2024: Several Palestinians seeking refuge were killed when the Israeli military opened fire inside the UN Headquarters.,OPT,PSE,Gaza Strip,31.5,34.4,(5) Linear Feature e.g. Along Road/River ,Government: Military,Israeli Defence Forces,Firearms,Compound/Office Building,0,1,1,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44029,2024-02-05,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,Several Palestinians seeking refuge were killed when the Israeli military opened fire inside the UN Headquarters.,16,1,2024,1,1
2024-01-31,"31 January 2024: A Red Cross medical facility's courtyard was raided by Israeli forces who stationed vehicles in front of the reception and emergency department, firing heavily. Seven Red Cross vehicles were damaged. The tanks later withdrew but continued to fire at anyone attempting to enter or exit the facility. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,7,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,44031,2024-02-05,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,"A Red Cross medical facility's courtyard was raided by Israeli forces who stationed vehicles in front of the reception and emergency department, firing heavily. Seven Red Cross vehicles were damaged. The tanks later withdrew but continued to fire at anyone attempting to enter or exit the facility.",47,1,2024,1,1
2024-01-31,31 January 2024: Two male PRCS paramedics were killed after reportedly being targeted and directly fired upon by Israeli forces near the gate a PRCS medical facility.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,61480,2024-08-03,2025-04-11,1.0,Food Production,Damage/Destruction Of Agricultural Land,Two male PRCS paramedics were killed after reportedly being targeted and directly fired upon by Israeli forces near the gate a PRCS medical facility.,24,1,2024,1,1
2024-01-30,30 January 2024: Three male patients were shot by Israeli forces disguised as doctors and civilians as they slept in medical facility. A nurse and security guard were assaulted. ,OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,1,0,0,0,0,0,False,0,2,0,0,,0,2,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43863,2024-01-30,2025-04-11,,,,Three male patients were shot by Israeli forces disguised as doctors and civilians as they slept in medical facility. A nurse and security guard were assaulted.,26,1,2024,1,1
2024-01-30,"30 January 2024: The yard of the PRCS building and medical facility was stormed by Israeli forces, who demanded IDPs and PRCS staff to evacuate under the threat of arms. Fires also broke out in displaced tents, allegedly by israeli soldiers.
",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,1,0,0,0,0,0,False,0,0,0,0,,3,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43866,2024-01-30,2025-04-11,,,,"The yard of the PRCS building and medical facility was stormed by Israeli forces, who demanded IDPs and PRCS staff to evacuate under the threat of arms. Fires also broke out in displaced tents, allegedly by israeli soldiers.",38,1,2024,1,1
2024-01-30,30 January 2024: PRCS staff and IDPs within a medical facility were fired at with Israeli live ammunition and smoke grenades.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,4,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43887,2024-01-31,2025-04-11,,,,PRCS staff and IDPs within a medical facility were fired at with Israeli live ammunition and smoke grenades.,18,1,2024,1,1
2024-01-30,"30 January 2024: A WHO food delivery was unable to reach a medical facility, where a serious food shortage has been reported, due to looting by civilians near a checkpoint. ",OPT,PSE,Gaza Strip,31.3,34.3,"(3) District, Communicipality or Commune ",Protestors,Local population,Firearms,Checkpoint,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43895,2024-01-31,2026-02-21,,,,"A WHO food delivery was unable to reach a medical facility, where a serious food shortage has been reported, due to looting by civilians near a checkpoint.",27,1,2024,1,1
2024-01-30,"30 January 2024: A PRCS medical facility and adjacent headquarters was hit with shrapnel, resulting in one fatality and nine injuries among IDPs taking refuge there. _x000D_
",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43897,2024-01-31,2025-04-11,,,,"A PRCS medical facility and adjacent headquarters was hit with shrapnel, resulting in one fatality and nine injuries among IDPs taking refuge there. _x000D_",24,1,2024,1,1
2024-01-30,"30 January 2024: In Khan Yunis Camp, Israeli warplanes struck homes in the vicinity of a medical complex. Palestinian casualties were reported. 
",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43966,2024-02-03,2025-04-11,,,,"In Khan Yunis Camp, Israeli warplanes struck homes in the vicinity of a medical complex. Palestinian casualties were reported.",19,1,2024,1,1
2024-01-30,"30 January 2024: In Jabalia Refugee camp, an NGO medical facility was bombed for the second time by the Israeli military. The fourth floor, which belongs to another NGO, was hit",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43968,2024-02-03,2025-04-11,,,,"In Jabalia Refugee camp, an NGO medical facility was bombed for the second time by the Israeli military. The fourth floor, which belongs to another NGO, was hit",28,1,2024,1,1
2024-01-29,29 January 2024: Israeli vehicles fired at a PRCS medical point,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43833,2024-01-30,2025-04-11,,,,Israeli vehicles fired at a PRCS medical point,8,1,2024,1,1
2024-01-29,"29 January 2024: An NGO medical facility was damaged by Israeli airstrikes, inuring five people. Ambulances were damaged and parts of the hospital were rendered of out service.",OPT,PSE,Gaza Strip,31.5,34.5,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,0,0,1,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43834,2024-01-30,2025-04-11,,,,"An NGO medical facility was damaged by Israeli airstrikes, inuring five people. Ambulances were damaged and parts of the hospital were rendered of out service.",25,1,2024,1,1
2024-01-29,29 January 2024: A volunteer paramedic was beaten and arrested by Israeli forces during an ongoing night raid in the area. ,OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearm: Blunt Use,Project Site,0,0,0,0,0,0,0,0,False,0,1,0,1,StillInCaptivity,0,1,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43835,2024-01-30,2025-06-24,,,,A volunteer paramedic was beaten and arrested by Israeli forces during an ongoing night raid in the area.,18,1,2024,1,1
2024-01-29,29 January 2024: Ambulances and emergency teams were unable to transfer injured and killed individuals to a medical facility besieged by Israeli forces.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43843,2024-01-30,2025-04-11,,,,Ambulances and emergency teams were unable to transfer injured and killed individuals to a medical facility besieged by Israeli forces.,20,1,2024,1,1
2024-01-29,"29 January 2024: Emergency teams couldn’t reach a female victim who was killed by Israeli forces metres from a medical facility, as well as others injured in the vicinity, due to heavy Israeli fire. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43845,2024-01-30,2024-11-23,,,,"Emergency teams couldn’t reach a female victim who was killed by Israeli forces metres from a medical facility, as well as others injured in the vicinity, due to heavy Israeli fire.",31,1,2024,1,1
2024-01-29,29 January 2024: A medical facility continues to be surrounded by Israeli forces for the eighth consecutive day. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43846,2024-01-30,2025-04-11,,,,A medical facility continues to be surrounded by Israeli forces for the eighth consecutive day.,15,1,2024,1,1
2024-01-29,"29 January 2024: PRCS ambulances were unable to reach a six-year-old girl who was trapped in a car for at least three hours after Israeli shelling hit the vehicle killing her father and four siblings. Soldiers reportedly targeted anyone attempting to move in the area. The body of the girl was found on 10th February, along with the bodies of two PRCS medics who had tried to rescue her. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43847,2024-01-30,2025-04-11,,,,"PRCS ambulances were unable to reach a six-year-old girl who was trapped in a car for at least three hours after Israeli shelling hit the vehicle killing her father and four siblings. Soldiers reportedly targeted anyone attempting to move in the area. The body of the girl was found on 10th February, along with the bodies of two PRCS medics who had tried to rescue her.",66,1,2024,1,1
2024-01-29,"29 January 2024: Two ambulances were hit by two Israeli missiles, killing and injuring an unspecified number of people.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Missile,Road,0,0,0,0,0,0,2,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43849,2024-01-30,2025-04-11,,,,"Two ambulances were hit by two Israeli missiles, killing and injuring an unspecified number of people.",16,1,2024,1,1
2024-01-29,29 January 2024: Ambulance crews were prevented from reaching a 16-year-old student who was shot by Israeli soldiers. As a result the boy died from his injuries. ,OPT,PSE,West Bank,31.6,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Project Site,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43851,2024-01-30,2025-04-11,,,,Ambulance crews were prevented from reaching a 16-year-old student who was shot by Israeli soldiers. As a result the boy died from his injuries.,24,1,2024,1,1
2024-01-29,"29 January 2024: The maternity ward of a medical facility was fired at during an ongoing raid on the city and nearby camp. Windows were damaged and glass shattered, causing panic among the patients.",OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,43853,2024-01-30,2025-04-11,,,,"The maternity ward of a medical facility was fired at during an ongoing raid on the city and nearby camp. Windows were damaged and glass shattered, causing panic among the patients.",31,1,2024,1,1
2024-01-29,"29 January 2024: A PRCS ambulance crew were missing for at least 89 hours after they set out to rescue a trapped child. The bodies of the two paramedics were found with their bombed ambulance on 10 February, a few metres away from the vehicle the child was trapped in.",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,No Information,0,0,0,0,0,1,0,0,False,2,0,0,0,Killed,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43867,2024-01-30,2025-04-11,,,,"A PRCS ambulance crew were missing for at least 89 hours after they set out to rescue a trapped child. The bodies of the two paramedics were found with their bombed ambulance on 10 February, a few metres away from the vehicle the child was trapped in.",47,1,2024,1,1
2024-01-29,"29 January 2024: A maternity medical facility was only responding to the most urgent and life-threatening deliveries, as it struggled to cope with three times the number of deliveries it handled before the hostilities. ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,WomensHealthEvent,NotApplicable,43900,2024-01-31,2025-04-11,,,,"A maternity medical facility was only responding to the most urgent and life-threatening deliveries, as it struggled to cope with three times the number of deliveries it handled before the hostilities.",31,1,2024,1,1
2024-01-29,"29 January 2024: Israeli forces fatally shot a 16-year-old boy on his way to school, and subsequently prevented medical teams from reaching him. ",OPT,PSE,West Bank,31.7,35.2,"(3) District, Communicipality or Commune ",Government: Military,Israeli Defence Forces,Firearms,Road,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43956,2024-02-02,2025-04-11,,,,"Israeli forces fatally shot a 16-year-old boy on his way to school, and subsequently prevented medical teams from reaching him.",20,1,2024,1,1
2024-01-29,"29 January 2024: Blood, gas and electrolyte tests were suspended due to a shortage of the specific solutions needed. ",OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43965,2024-02-03,2025-04-11,,,,"Blood, gas and electrolyte tests were suspended due to a shortage of the specific solutions needed.",16,1,2024,1,1
2024-01-29,29 January 2024: A paramedic was killed when the vicinity of a medical facility was hit by Israeli airstrikes and artillery. An unspecified number of displaced persons inside the medical facility were also killed.,OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,1,0,0,0,0,0,0,True,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,84806,2024-10-22,2025-04-11,,,,A paramedic was killed when the vicinity of a medical facility was hit by Israeli airstrikes and artillery. An unspecified number of displaced persons inside the medical facility were also killed.,31,1,2024,1,1
2024-01-29,"29 January 2024: A Red Cross medical facility was hit by Israeli gunfire, forcing health workers to evacuate.  ",OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,87353,2025-01-18,2025-04-11,,,,"A Red Cross medical facility was hit by Israeli gunfire, forcing health workers to evacuate.",15,1,2024,1,1
2024-01-28,28 January 2024: A Red Cross medical facility reported their oxygen stocks had run out due to the ongoing siege. The surgical ward completely ceased operations the next day. ,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,Administration,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43844,2024-01-30,2025-04-11,,,,A Red Cross medical facility reported their oxygen stocks had run out due to the ongoing siege. The surgical ward completely ceased operations the next day.,26,1,2024,1,1
2024-01-28,28 January 2024: An ambulance stationed inside a medical facility courtyard was fired at by Israeli soldiers who were stationed outside the medical facility in military tanks.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43850,2024-01-30,2025-04-11,,,,An ambulance stationed inside a medical facility courtyard was fired at by Israeli soldiers who were stationed outside the medical facility in military tanks.,24,1,2024,1,1
2024-01-28,"28 January 2024: Three windows of a medical facility were fired through by Israeli forces, damaging a dialysis machine, during a raid in the city. ",OPT,PSE,West Bank,32.4,35.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43855,2024-01-30,2025-04-11,,,,"Three windows of a medical facility were fired through by Israeli forces, damaging a dialysis machine, during a raid in the city.",22,1,2024,1,1
2024-01-28,28 January 2024: The vicinity of the a medical facility was fired at with Israeli shells amid intense fighting in the area. Casualties reported.,OPT,PSE,Gaza Strip,31.3,34.3,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Shelling,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43915,2024-02-01,2025-04-11,,,,The vicinity of the a medical facility was fired at with Israeli shells amid intense fighting in the area. Casualties reported.,21,1,2024,1,1
2024-01-28,"28 January 2024: In Al-Shati (Beach) Refugee Camp, at least 10 Palestinians were killed, including a nurse of a children's medical facility, after a residential building was struck at about 19:00. ",OPT,PSE,Gaza Strip,31.5,34.4,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,IDP/Refugee Camp,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,ChildrensHealthEvent,NotApplicable,NotApplicable,NotApplicable,43937,2024-02-01,2025-04-11,,,,"In Al-Shati (Beach) Refugee Camp, at least 10 Palestinians were killed, including a nurse of a children's medical facility, after a residential building was struck at about 19:00.",28,1,2024,1,1
2024-01-27,27 January 2024: Houses in the vicinity of a medical facility were hit by Israeli airstrikes.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43787,2024-01-27,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,Houses in the vicinity of a medical facility were hit by Israeli airstrikes.,13,1,2024,1,1
2024-01-27,27 January 2024: A displaced person was shot and killed in the vicinity of a besieged Red Cross medical facility.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Firearms,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43889,2024-01-31,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,A displaced person was shot and killed in the vicinity of a besieged Red Cross medical facility.,17,1,2024,1,1
2024-01-27,27 January 2024: The vicinity of PRCS headquarters continued to be bombarded by Israeli forces.,OPT,PSE,Gaza Strip,31.3,34.2,(2) 25 km Precision ,Government: Military,Israeli Defence Forces,Unspecified Explosive,Health Building,0,0,0,0,1,0,0,0,False,0,0,0,0,,0,0,0,ConflictEvent,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,NotApplicable,43916,2024-02-01,2025-04-11,2.0,Food Production,Damage/Destruction Of Agricultural Land,The vicinity of PRCS headquarters continued to be bombarded by Israeli forces.,12,1,2024,1,1
