Date,Country,Country ISO,Latitude,Longitude,Geo Precision,Reported Perpetrator,Reported Perpetrator Name,Weapon Carried/Used,Number of Attacks on Health Facilities Reporting Destruction,Number of Attacks on Health Facilities Reporting Damaged,Forceful Entry into Health Facility,Vicinity of Health Facility Affected,Occupation of Health Facility,Health Transportation Destroyed,Health Transportation Damaged,Health Transportation Abducted,Health Supplies Taken,Access Denied or Obstructed,Health Workers Killed,Health Workers Injured,Health Workers Arrested,Health Workers Kidnapped,Known Kidnapping or Arrest Outcome,Health Workers Threatened,Health Workers Assaulted,Health Workers Sexually Assaulted,Health Worker Profession,SiND Event ID,Year,Month,post_oct7
2023-12-18,OPT,PSE,31.5351927833,34.5093655515,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,1,Freed,0,0,0,HeadOfProgramme,44013,2023,12,1
2023-12-18,OPT,PSE,31.5038940682,34.4614505791,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,1,1,0,0,0,0,0,True,0,0,0,2,Freed,0,0,1,"Doctor, Surgeon",42740,2023,12,1
2023-12-18,OPT,PSE,31.5240854092,34.443495558,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42734,2023,12,1
2023-12-18,OPT,PSE,31.519873821,34.4417967738,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Administrator,85371,2023,12,1
2023-12-17,OPT,PSE,32.317711389,35.0592180861,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,93610,2023,12,1
2023-12-17,OPT,PSE,31.5290924248,34.4840203437,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,84667,2023,12,1
2023-12-17,OPT,PSE,31.4432234,34.360007,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Student(Tertiary),75242,2023,12,1
2023-12-17,OPT,PSE,31.5240854092,34.443495558,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42729,2023,12,1
2023-12-17,OPT,PSE,32.2007128,35.0354456,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ProgrammeStaff,42981,2023,12,1
2023-12-17,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42702,2023,12,1
2023-12-17,OPT,PSE,32.317711389,35.0592180861,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,43001,2023,12,1
2023-12-17,OPT,PSE,32.142272,35.2856583,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,42896,2023,12,1
2023-12-17,OPT,PSE,32.317711389,35.0592180861,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,1,NoInformation,1,0,0,"ProgrammeStaff, Volunteer",42895,2023,12,1
2023-12-17,OPT,PSE,32.317711389,35.0592180861,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,1,0,0,,1,1,0,ProgrammeStaff,42892,2023,12,1
2023-12-17,OPT,PSE,32.317711389,35.0592180861,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42738,2023,12,1
2023-12-17,OPT,PSE,31.5240854092,34.443495558,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,Doctor,42731,2023,12,1
2023-12-17,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,21,"Freed, StillInCaptivity",0,0,20,"Administrator, HeadOfProgramme, HospitalStaff, Paramedic",42689,2023,12,1
2023-12-17,OPT,PSE,31.5128679,34.4581358,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,42730,2023,12,1
2023-12-17,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,10,0,0,HospitalStaff,42698,2023,12,1
2023-12-16,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Other Weapon,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42684,2023,12,1
2023-12-16,OPT,PSE,31.5240854092,34.443495558,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Rocket,1,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42728,2023,12,1
2023-12-16,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42688,2023,12,1
2023-12-16,OPT,PSE,31.5176924866,34.460088032,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,85251,2023,12,1
2023-12-16,OPT,PSE,31.4432234,34.360007,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Paramedic,68323,2023,12,1
2023-12-15,OPT,PSE,31.2752047,34.2558269,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,OtherHealthProfessional,85377,2023,12,1
2023-12-15,OPT,PSE,31.3485655676,34.3036185466,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,2,0,0,Paramedic,42680,2023,12,1
2023-12-15,OPT,PSE,31.5199927176,34.4576740265,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,46320,2023,12,1
2023-12-15,OPT,PSE,31.3313983,34.3158995853,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,ProgrammeStaff,43630,2023,12,1
2023-12-14,OPT,PSE,31.4432234,34.360007,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42678,2023,12,1
2023-12-14,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,9,0,0,"AmbulanceDriver, Paramedic",42846,2023,12,1
2023-12-14,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42999,2023,12,1
2023-12-14,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Arson,0,1,0,0,0,0,3,0,0,True,0,0,0,0,,0,0,0,,42670,2023,12,1
2023-12-14,OPT,PSE,31.4432234,34.360007,"(4) Province, State, Governorate ",Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42679,2023,12,1
2023-12-14,OPT,PSE,31.5038940682,34.4614505791,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42676,2023,12,1
2023-12-14,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42998,2023,12,1
2023-12-14,OPT,PSE,31.5325720283,34.4865828753,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42672,2023,12,1
2023-12-14,OPT,PSE,31.2710683035,34.2529033689,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,"Dentist, Doctor",70425,2023,12,1
2023-12-14,OPT,PSE,32.483853,35.2299459,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,1,Freed,0,0,0,ProgrammeStaff,93608,2023,12,1
2023-12-14,OPT,PSE,32.5077829,35.2281671,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,1,Freed,0,0,0,ProgrammeStaff,93609,2023,12,1
2023-12-13,OPT,PSE,32.4618837,35.297566,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,93605,2023,12,1
2023-12-13,OPT,PSE,31.4203604,34.3721461689,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Physiotherapist,85510,2023,12,1
2023-12-13,OPT,PSE,32.4618837,35.297566,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,93607,2023,12,1
2023-12-13,OPT,PSE,31.54977,34.5024697,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,5,0,0,,0,0,0,HospitalStaff,42654,2023,12,1
2023-12-13,OPT,PSE,31.5282137,34.4831674,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42655,2023,12,1
2023-12-13,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42657,2023,12,1
2023-12-12,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42653,2023,12,1
2023-12-12,OPT,PSE,32.4617150594,35.2957195133,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42620,2023,12,1
2023-12-12,OPT,PSE,32.4601429368,35.2877427919,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42619,2023,12,1
2023-12-12,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,70,"Freed, Missing, StillInCaptivity",0,0,1,"Doctor, HeadOfProgramme, HospitalStaff, Surgeon",42614,2023,12,1
2023-12-12,OPT,PSE,32.4618837,35.297566,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42616,2023,12,1
2023-12-12,OPT,PSE,32.4617331643,35.2950064036,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,ProgrammeStaff,42985,2023,12,1
2023-12-12,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42551,2023,12,1
2023-12-12,OPT,PSE,32.4601429368,35.2877427919,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42844,2023,12,1
2023-12-12,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ProgrammeStaff,93606,2023,12,1
2023-12-12,OPT,PSE,32.4620862094,35.2915349538,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,1,Freed,1,0,0,ProgrammeStaff,93519,2023,12,1
2023-12-12,OPT,PSE,32.4592255989,35.300963675,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ProgrammeStaff,93520,2023,12,1
2023-12-12,OPT,PSE,32.4616576,35.2934441,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,1,0,0,ProgrammeStaff,93521,2023,12,1
2023-12-11,OPT,PSE,31.3313983,34.3158995853,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,72410,2023,12,1
2023-12-11,OPT,PSE,31.4281870661,34.3651910892,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,74519,2023,12,1
2023-12-11,OPT,PSE,31.4203604,34.3721461689,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,74416,2023,12,1
2023-12-11,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,Surgeon,42545,2023,12,1
2023-12-11,OPT,PSE,31.5128679,34.4581358,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,1,0,0,,0,0,0,Doctor,42547,2023,12,1
2023-12-11,OPT,PSE,31.3443365,34.3095203,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42486,2023,12,1
2023-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Artillery,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42490,2023,12,1
2023-12-11,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42489,2023,12,1
2023-12-11,OPT,PSE,31.7080219,35.1356062,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,2,0,0,,0,2,0,Paramedic,42482,2023,12,1
2023-12-11,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42491,2023,12,1
2023-12-11,OPT,PSE,31.3517405124,34.2981790731,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42492,2023,12,1
2023-12-10,OPT,PSE,31.3443365,34.3095203,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Volunteer,42539,2023,12,1
2023-12-10,OPT,PSE,31.5290924248,34.4840203437,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,9,0,0,ProgrammeStaff,42540,2023,12,1
2023-12-10,OPT,PSE,31.3023150385,34.3195736658,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,True,0,0,0,0,,0,0,0,,42536,2023,12,1
2023-12-10,OPT,PSE,31.5290924248,34.4840203437,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,OtherHealthProfessional,42542,2023,12,1
2023-12-10,OPT,PSE,31.4200022681,34.3597412109,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,1,0,0,1,0,1,0,0,False,0,0,0,0,,0,0,0,,42544,2023,12,1
2023-12-10,OPT,PSE,31.4432234,34.360007,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,74518,2023,12,1
2023-12-09,OPT,PSE,31.4432234,34.360007,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,3,0,0,False,0,0,0,0,,0,0,0,,85570,2023,12,1
2023-12-09,OPT,PSE,31.351716943,34.3209957959,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,85272,2023,12,1
2023-12-09,OPT,PSE,31.3443293,34.3095897,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42509,2023,12,1
2023-12-09,OPT,PSE,31.3023150385,34.3195736658,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42508,2023,12,1
2023-12-09,OPT,PSE,31.4550252343,34.4145012814,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,1,0,1,Freed,1,1,1,Paramedic,42518,2023,12,1
2023-12-09,OPT,PSE,31.4909866206,34.4524168945,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,1,0,0,False,0,0,0,0,,0,0,0,,42516,2023,12,1
2023-12-09,OPT,PSE,31.3475530925,34.2972140502,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42507,2023,12,1
2023-12-09,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,2,0,0,0,,0,0,0,HospitalStaff,42534,2023,12,1
2023-12-09,OPT,PSE,31.3023150385,34.3195736658,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,1,0,1,0,0,False,0,2,0,0,,0,0,0,Paramedic,42514,2023,12,1
2023-12-09,OPT,PSE,31.4553912444,34.414973349,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,2,Freed,0,0,0,Paramedic,42515,2023,12,1
2023-12-09,OPT,PSE,31.4649822719,34.4266032888,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42517,2023,12,1
2023-12-09,OPT,PSE,31.5142489284,34.4535312319,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,3,0,0,,0,0,0,"AmbulanceDriver, HeadOfProgramme, NoInformation",42512,2023,12,1
2023-12-09,OPT,PSE,31.5176924866,34.460088032,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,1,0,0,0,0,True,0,0,0,0,,0,0,0,,42519,2023,12,1
2023-12-09,OPT,PSE,31.5363212588,34.4962499376,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42511,2023,12,1
2023-12-09,OPT,PSE,31.3478325696,34.2932331562,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42510,2023,12,1
2023-12-09,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42505,2023,12,1
2023-12-09,OPT,PSE,31.3517405124,34.2981790731,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42506,2023,12,1
2023-12-09,OPT,PSE,31.5061173876,35.0260430843,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42483,2023,12,1
2023-12-08,OPT,PSE,31.4181802751,34.3451285362,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42417,2023,12,1
2023-12-08,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,HospitalStaff,42533,2023,12,1
2023-12-08,OPT,PSE,31.3424951354,34.3069201716,"(4) Province, State, Governorate ",No Information,Unidentified Armed Actor,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Military Medic,45166,2023,12,1
2023-12-08,OPT,PSE,31.3023150385,34.3195736658,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42416,2023,12,1
2023-12-08,OPT,PSE,31.5290924248,34.4840203437,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,HospitalStaff,42541,2023,12,1
2023-12-08,OPT,PSE,31.5013607029,34.4777661292,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Doctor,42418,2023,12,1
2023-12-08,OPT,PSE,31.5363212588,34.4962499376,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42419,2023,12,1
2023-12-08,OPT,PSE,31.5363212588,34.4962499376,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,1,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42818,2023,12,1
2023-12-08,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,1,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Cleaner,42477,2023,12,1
2023-12-08,OPT,PSE,32.293336275,35.3447556496,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,42484,2023,12,1
2023-12-08,OPT,PSE,31.3517405124,34.2981790731,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,1,0,0,1,0,0,0,0,False,0,0,0,0,,0,0,0,,42485,2023,12,1
2023-12-08,OPT,PSE,31.3477127106,34.2967678572,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,42487,2023,12,1
2023-12-08,OPT,PSE,31.5344695235,34.5047734672,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,85396,2023,12,1
2023-12-08,OPT,PSE,31.528902,35.0944873,(2) 25 km Precision ,Multiple,"Israeli Defence Forces, Israeli settlers","Firearms, Other Weapon",0,0,0,0,0,0,0,0,0,True,0,0,0,0,,1,0,0,ProgrammeStaff,93490,2023,12,1
2023-12-08,OPT,PSE,32.1792448462,35.2828490688,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,0,0,0,,0,0,0,,88149,2023,12,1
2023-12-08,OPT,PSE,31.4203604,34.3721461689,"(3) District, Communicipality or Commune ",Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Nurse,84803,2023,12,1
2023-12-08,OPT,PSE,31.5134348915,34.4584457619,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Aerial Bomb: Plane,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Pharmacist,84706,2023,12,1
2023-12-08,OPT,PSE,31.5384016638,34.5013082588,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86274,2023,12,1
2023-12-08,OPT,PSE,31.3023150385,34.3195736658,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Not Applicable: No Direct Violence,0,0,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,86268,2023,12,1
2023-12-08,OPT,PSE,31.5229264,34.4501915696,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,False,0,0,0,1,StillInCaptivity,0,0,0,HeadOfProgramme,88088,2023,12,1
2023-12-07,OPT,PSE,32.4601429368,35.2877427919,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Firearms,0,0,0,0,0,0,0,0,0,True,0,1,0,0,,0,1,0,ProgrammeStaff,93489,2023,12,1
2023-12-07,OPT,PSE,31.5338797038,34.506565336,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Shelling,0,1,0,0,0,0,0,0,0,False,0,0,0,0,,0,0,0,,85571,2023,12,1
2023-12-07,OPT,PSE,31.5200201552,34.4812831644,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Student(Tertiary),75209,2023,12,1
2023-12-07,OPT,PSE,31.4225658441,34.3863701789,(2) 25 km Precision ,Host Government: Military,Israeli Defence Forces,Unspecified Explosive,0,0,0,0,0,0,0,0,0,False,1,0,0,0,,0,0,0,Student(Tertiary),75208,2023,12,1
